Player,team,Rk,G,Date,Age,Tm,Place,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Derrick White,BOS,37,34.0,2024-01-10,29-192,BOS,,MIN,W (+7),1,43:24,3.0,11.0,0.273,1.0,5.0,0.2,2.0,2.0,1.0,2.0,4.0,6.0,6.0,0.0,0.0,2.0,5.0,9.0,5.3,11.0
Derrick White,BOS,38,35.0,2024-01-11,29-193,BOS,Away,MIL,L (-33),1,17:30,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.1,-14.0
Derrick White,BOS,39,36.0,2024-01-13,29-195,BOS,,HOU,W (+32),1,25:15,5.0,9.0,0.556,3.0,5.0,0.6,0.0,0.0,,1.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,13.0,15.1,29.0
Derrick White,BOS,40,37.0,2024-01-15,29-197,BOS,Away,TOR,W (+9),1,37:00,7.0,18.0,0.389,5.0,11.0,0.455,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,22.0,10.1,-8.0
Derrick White,BOS,42,38.0,2024-01-19,29-201,BOS,,DEN,L (-2),1,35:39,9.0,18.0,0.5,5.0,12.0,0.417,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,24.0,20.3,-2.0
Derrick White,BOS,43,39.0,2024-01-21,29-203,BOS,Away,HOU,W (+9),1,35:43,9.0,19.0,0.474,3.0,8.0,0.375,0.0,0.0,,2.0,9.0,11.0,3.0,0.0,2.0,3.0,2.0,21.0,15.1,13.0
Derrick White,BOS,44,40.0,2024-01-22,29-204,BOS,Away,DAL,W (+9),1,34:29,2.0,12.0,0.167,1.0,7.0,0.143,1.0,2.0,0.5,0.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,6.0,0.4,-11.0
Derrick White,BOS,45,41.0,2024-01-25,29-207,BOS,Away,MIA,W (+33),1,29:11,6.0,12.0,0.5,3.0,9.0,0.333,0.0,0.0,,2.0,4.0,6.0,6.0,0.0,2.0,1.0,0.0,15.0,16.2,24.0
Derrick White,BOS,46,42.0,2024-01-27,29-209,BOS,,LAC,L (-19),1,24:29,0.0,8.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,-1.3,-22.0
Derrick White,BOS,47,43.0,2024-01-29,29-211,BOS,,NOP,W (+6),1,34:55,6.0,14.0,0.429,4.0,10.0,0.4,1.0,2.0,0.5,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,17.0,12.2,7.0
Derrick White,BOS,48,44.0,2024-01-30,29-212,BOS,,IND,W (+5),1,35:16,8.0,16.0,0.5,4.0,7.0,0.571,4.0,4.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,2.0,24.0,21.0,-4.0
Derrick White,BOS,49,45.0,2024-02-01,29-214,BOS,,LAL,L (-9),1,32:44,4.0,11.0,0.364,1.0,5.0,0.2,0.0,0.0,,1.0,3.0,4.0,6.0,0.0,2.0,2.0,3.0,9.0,6.9,-19.0
Derrick White,BOS,50,46.0,2024-02-04,29-217,BOS,,MEM,W (+40),1,28:04,5.0,10.0,0.5,4.0,8.0,0.5,1.0,2.0,0.5,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,15.0,13.3,27.0
Derrick White,BOS,51,47.0,2024-02-07,29-220,BOS,,ATL,W (+8),1,35:23,8.0,14.0,0.571,5.0,10.0,0.5,0.0,0.0,,1.0,5.0,6.0,7.0,1.0,1.0,2.0,2.0,21.0,20.4,0.0
Derrick White,BOS,52,48.0,2024-02-09,29-222,BOS,,WAS,W (+4),1,33:03,2.0,6.0,0.333,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,2.0,6.0,3.0,1.0,3.0,4.0,4.0,4.5,-3.0
Derrick White,BOS,53,49.0,2024-02-11,29-224,BOS,Away,MIA,W (+4),1,37:55,3.0,9.0,0.333,0.0,5.0,0.0,0.0,0.0,,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,6.0,3.2,6.0
Derrick White,BOS,54,50.0,2024-02-13,29-226,BOS,Away,BRK,W (+8),1,38:19,6.0,11.0,0.545,3.0,6.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,16.0,11.0,6.0
Derrick White,BOS,55,51.0,2024-02-14,29-227,BOS,,BRK,W (+50),1,27:46,10.0,16.0,0.625,5.0,10.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,4.0,1.0,0.0,2.0,2.0,27.0,22.3,44.0
Kristaps Porziņģis,BOS,1,1.0,2023-10-25,28-084,BOS,Away,NYK,W (+4),1,37:54,8.0,15.0,0.533,5.0,9.0,0.556,9.0,10.0,0.9,1.0,7.0,8.0,0.0,0.0,4.0,1.0,4.0,30.0,25.3,13.0
Kristaps Porziņģis,BOS,2,2.0,2023-10-27,28-086,BOS,,MIA,W (+8),1,30:14,6.0,12.0,0.5,2.0,6.0,0.333,3.0,4.0,0.75,3.0,6.0,9.0,1.0,3.0,1.0,1.0,6.0,17.0,15.5,-12.0
Kristaps Porziņģis,BOS,3,3.0,2023-10-30,28-089,BOS,Away,WAS,W (+19),1,23:52,7.0,9.0,0.778,1.0,2.0,0.5,0.0,0.0,,0.0,6.0,6.0,3.0,0.0,1.0,2.0,2.0,15.0,13.3,30.0
Kristaps Porziņģis,BOS,4,4.0,2023-11-01,28-091,BOS,,IND,W (+51),1,27:08,3.0,7.0,0.429,1.0,3.0,0.333,6.0,6.0,1.0,1.0,5.0,6.0,2.0,0.0,0.0,2.0,3.0,13.0,9.7,27.0
Kristaps Porziņģis,BOS,5,5.0,2023-11-04,28-094,BOS,Away,BRK,W (+10),1,30:09,8.0,10.0,0.8,1.0,2.0,0.5,5.0,8.0,0.625,2.0,5.0,7.0,1.0,0.0,3.0,1.0,2.0,22.0,20.9,4.0
Kristaps Porziņģis,BOS,6,6.0,2023-11-06,28-096,BOS,Away,MIN,L (-5),1,35:40,5.0,14.0,0.357,2.0,6.0,0.333,8.0,10.0,0.8,1.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,20.0,12.7,-7.0
Kristaps Porziņģis,BOS,7,7.0,2023-11-08,28-098,BOS,Away,PHI,L (-3),1,31:04,10.0,19.0,0.526,2.0,6.0,0.333,7.0,8.0,0.875,4.0,2.0,6.0,3.0,0.0,1.0,0.0,4.0,29.0,23.9,8.0
Kristaps Porziņģis,BOS,8,8.0,2023-11-10,28-100,BOS,,BRK,W (+14),1,24:40,2.0,4.0,0.5,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,9.0,8.9,20.0
Kristaps Porziņģis,BOS,9,9.0,2023-11-11,28-101,BOS,,TOR,W (+23),1,27:32,9.0,14.0,0.643,3.0,7.0,0.429,0.0,1.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,3.0,1.0,21.0,15.2,12.0
Kristaps Porziņģis,BOS,10,10.0,2023-11-13,28-103,BOS,,NYK,W (+16),1,33:25,7.0,11.0,0.636,3.0,6.0,0.5,4.0,4.0,1.0,1.0,5.0,6.0,3.0,0.0,1.0,1.0,5.0,21.0,18.1,19.0
Kristaps Porziņģis,BOS,12,11.0,2023-11-17,28-107,BOS,Away,TOR,W (+3),1,34:53,6.0,13.0,0.462,0.0,3.0,0.0,2.0,2.0,1.0,2.0,10.0,12.0,5.0,1.0,3.0,2.0,3.0,14.0,15.1,2.0
Kristaps Porziņģis,BOS,13,12.0,2023-11-19,28-109,BOS,Away,MEM,W (+2),1,33:32,9.0,13.0,0.692,0.0,3.0,0.0,8.0,9.0,0.889,2.0,6.0,8.0,1.0,1.0,6.0,2.0,4.0,26.0,25.6,4.0
Kristaps Porziņģis,BOS,14,13.0,2023-11-20,28-110,BOS,Away,CHO,L (-3),1,34:25,5.0,14.0,0.357,1.0,8.0,0.125,6.0,10.0,0.6,3.0,5.0,8.0,0.0,2.0,3.0,0.0,2.0,17.0,14.5,-26.0
Kristaps Porziņģis,BOS,15,14.0,2023-11-22,28-112,BOS,,MIL,W (+3),1,26:44,9.0,15.0,0.6,2.0,7.0,0.286,1.0,2.0,0.5,1.0,5.0,6.0,1.0,0.0,0.0,1.0,5.0,21.0,13.6,3.0
Kristaps Porziņģis,BOS,16,15.0,2023-11-24,28-114,BOS,Away,ORL,L (-17),1,22:17,4.0,9.0,0.444,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,3.0,9.0,5.7,6.0
Kristaps Porziņģis,BOS,21,16.0,2023-12-08,28-128,BOS,,NYK,W (+10),1,29:18,7.0,13.0,0.538,3.0,6.0,0.5,4.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,21.0,15.9,13.0
Kristaps Porziņģis,BOS,22,17.0,2023-12-12,28-132,BOS,,CLE,W (+7),1,31:44,5.0,16.0,0.313,2.0,6.0,0.333,9.0,9.0,1.0,3.0,7.0,10.0,3.0,1.0,2.0,3.0,1.0,21.0,17.1,-3.0
Kristaps Porziņģis,BOS,23,18.0,2023-12-14,28-134,BOS,,CLE,W (+9),1,30:43,5.0,11.0,0.455,1.0,6.0,0.167,7.0,8.0,0.875,1.0,5.0,6.0,0.0,1.0,2.0,3.0,2.0,18.0,12.7,-1.0
Kristaps Porziņģis,BOS,25,19.0,2023-12-17,28-137,BOS,,ORL,W (+17),1,28:58,6.0,12.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,1.0,9.0,10.0,0.0,1.0,1.0,4.0,2.0,15.0,9.3,4.0
Kristaps Porziņģis,BOS,27,20.0,2023-12-20,28-140,BOS,Away,SAC,W (+25),1,29:13,7.0,11.0,0.636,3.0,4.0,0.75,7.0,8.0,0.875,2.0,7.0,9.0,2.0,0.0,6.0,3.0,3.0,24.0,23.6,22.0
Kristaps Porziņģis,BOS,29,21.0,2023-12-25,28-145,BOS,Away,LAL,W (+11),1,35:18,11.0,19.0,0.579,2.0,8.0,0.25,4.0,7.0,0.571,3.0,8.0,11.0,2.0,1.0,2.0,1.0,3.0,28.0,24.0,16.0
Kristaps Porziņģis,BOS,30,22.0,2023-12-28,28-148,BOS,,DET,W (+6),1,35:53,13.0,21.0,0.619,3.0,9.0,0.333,6.0,7.0,0.857,0.0,8.0,8.0,1.0,1.0,0.0,1.0,4.0,35.0,26.6,12.0
Kristaps Porziņģis,BOS,32,23.0,2023-12-31,28-151,BOS,Away,SAS,W (+33),1,29:33,4.0,14.0,0.286,0.0,7.0,0.0,6.0,6.0,1.0,1.0,8.0,9.0,2.0,1.0,2.0,1.0,2.0,14.0,10.9,33.0
Kristaps Porziņģis,BOS,33,24.0,2024-01-02,28-153,BOS,Away,OKC,L (-4),1,34:54,12.0,18.0,0.667,2.0,3.0,0.667,8.0,9.0,0.889,6.0,4.0,10.0,2.0,0.0,3.0,1.0,1.0,34.0,33.3,3.0
Kristaps Porziņģis,BOS,34,25.0,2024-01-05,28-156,BOS,,UTA,W (+29),1,26:54,4.0,7.0,0.571,1.0,3.0,0.333,10.0,12.0,0.833,0.0,5.0,5.0,2.0,0.0,1.0,1.0,3.0,19.0,16.3,18.0
Kristaps Porziņģis,BOS,35,26.0,2024-01-06,28-157,BOS,Away,IND,W (+17),1,6:14,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0
Kristaps Porziņģis,BOS,36,27.0,2024-01-08,28-159,BOS,Away,IND,L (-2),1,37:34,6.0,13.0,0.462,1.0,4.0,0.25,6.0,7.0,0.857,2.0,3.0,5.0,7.0,0.0,3.0,1.0,2.0,19.0,19.4,1.0
Kristaps Porziņģis,BOS,38,28.0,2024-01-11,28-162,BOS,Away,MIL,L (-33),1,20:56,3.0,9.0,0.333,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,4.6,-27.0
Kristaps Porziņģis,BOS,39,29.0,2024-01-13,28-164,BOS,,HOU,W (+32),1,28:07,6.0,11.0,0.545,3.0,5.0,0.6,2.0,2.0,1.0,1.0,6.0,7.0,5.0,1.0,3.0,2.0,3.0,17.0,17.6,23.0
Kristaps Porziņģis,BOS,40,30.0,2024-01-15,28-166,BOS,Away,TOR,W (+9),1,31:53,2.0,6.0,0.333,1.0,4.0,0.25,10.0,12.0,0.833,0.0,6.0,6.0,2.0,0.0,2.0,6.0,4.0,15.0,7.8,2.0
Kristaps Porziņģis,BOS,42,31.0,2024-01-19,28-170,BOS,,DEN,L (-2),1,36:13,6.0,11.0,0.545,3.0,5.0,0.6,6.0,8.0,0.75,4.0,4.0,8.0,2.0,0.0,1.0,0.0,4.0,21.0,19.4,2.0
Kristaps Porziņģis,BOS,43,32.0,2024-01-21,28-172,BOS,Away,HOU,W (+9),1,32:49,11.0,21.0,0.524,6.0,11.0,0.545,4.0,4.0,1.0,4.0,2.0,6.0,1.0,1.0,5.0,3.0,5.0,32.0,25.3,18.0
Kristaps Porziņģis,BOS,45,33.0,2024-01-25,28-176,BOS,Away,MIA,W (+33),1,20:37,6.0,9.0,0.667,3.0,4.0,0.75,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,19.0,16.6,26.0
Kristaps Porziņģis,BOS,48,34.0,2024-01-30,28-181,BOS,,IND,W (+5),1,31:23,6.0,17.0,0.353,2.0,6.0,0.333,3.0,4.0,0.75,4.0,8.0,12.0,2.0,0.0,1.0,4.0,5.0,17.0,8.4,-7.0
Kristaps Porziņģis,BOS,49,35.0,2024-02-01,28-183,BOS,,LAL,L (-9),1,29:29,7.0,15.0,0.467,1.0,7.0,0.143,2.0,2.0,1.0,1.0,6.0,7.0,3.0,1.0,5.0,3.0,1.0,17.0,15.0,-22.0
Kristaps Porziņģis,BOS,50,36.0,2024-02-04,28-186,BOS,,MEM,W (+40),1,27:44,10.0,17.0,0.588,2.0,5.0,0.4,4.0,5.0,0.8,2.0,6.0,8.0,2.0,1.0,2.0,1.0,2.0,26.0,22.9,26.0
Kristaps Porziņģis,BOS,51,37.0,2024-02-07,28-189,BOS,,ATL,W (+8),1,31:24,13.0,19.0,0.684,2.0,4.0,0.5,3.0,4.0,0.75,0.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,31.0,22.7,2.0
Kristaps Porziņģis,BOS,52,38.0,2024-02-09,28-191,BOS,,WAS,W (+4),1,32:53,9.0,18.0,0.5,2.0,4.0,0.5,14.0,14.0,1.0,2.0,9.0,11.0,0.0,0.0,1.0,3.0,3.0,34.0,25.6,8.0
Kristaps Porziņģis,BOS,53,39.0,2024-02-11,28-193,BOS,Away,MIA,W (+4),1,31:34,8.0,14.0,0.571,2.0,4.0,0.5,7.0,9.0,0.778,0.0,9.0,9.0,3.0,0.0,2.0,1.0,4.0,25.0,21.2,2.0
Kristaps Porziņģis,BOS,55,40.0,2024-02-14,28-196,BOS,,BRK,W (+50),1,16:07,6.0,9.0,0.667,3.0,4.0,0.75,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,15.0,13.0,16.0
Al Horford,BOS,5,5.0,2023-11-04,37-154,BOS,Away,BRK,W (+10),1,30:12,4.0,7.0,0.571,0.0,3.0,0.0,0.0,0.0,,2.0,5.0,7.0,3.0,1.0,1.0,0.0,1.0,8.0,11.0,29.0
Al Horford,BOS,6,6.0,2023-11-06,37-156,BOS,Away,MIN,L (-5),1,36:02,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,2.0,3.0,5.0,4.0,1.0,0.0,2.0,4.0,3.0,2.4,7.0
Al Horford,BOS,11,10.0,2023-11-15,37-165,BOS,Away,PHI,W (+10),1,28:49,5.0,9.0,0.556,4.0,8.0,0.5,0.0,0.0,,1.0,7.0,8.0,3.0,0.0,5.0,0.0,2.0,14.0,17.3,14.0
Al Horford,BOS,16,14.0,2023-11-24,37-174,BOS,Away,ORL,L (-17),1,32:58,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,0.9,-26.0
Al Horford,BOS,17,15.0,2023-11-26,37-176,BOS,,ATL,W (+10),1,32:24,3.0,8.0,0.375,0.0,5.0,0.0,0.0,0.0,,3.0,12.0,15.0,3.0,1.0,2.0,0.0,1.0,6.0,11.4,17.0
Al Horford,BOS,18,16.0,2023-11-28,37-178,BOS,,CHI,W (+27),1,28:24,6.0,8.0,0.75,4.0,6.0,0.667,0.0,0.0,,0.0,9.0,9.0,6.0,2.0,3.0,3.0,3.0,16.0,19.6,18.0
Al Horford,BOS,19,17.0,2023-12-01,37-181,BOS,,PHI,W (+6),1,33:19,7.0,9.0,0.778,2.0,4.0,0.5,4.0,4.0,1.0,2.0,4.0,6.0,3.0,1.0,2.0,1.0,4.0,20.0,21.0,10.0
Al Horford,BOS,20,18.0,2023-12-04,37-184,BOS,Away,IND,L (-10),1,31:21,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,2.0,5.0,7.0,4.0,0.0,1.0,2.0,1.0,2.0,4.3,-2.0
Al Horford,BOS,26,23.0,2023-12-19,37-199,BOS,Away,GSW,L (-6),1,38:24,4.0,14.0,0.286,3.0,10.0,0.3,2.0,2.0,1.0,2.0,10.0,12.0,6.0,0.0,1.0,2.0,1.0,13.0,11.7,-8.0
Al Horford,BOS,28,24.0,2023-12-23,37-203,BOS,Away,LAC,W (+37),1,26:49,2.0,6.0,0.333,2.0,5.0,0.4,0.0,0.0,,0.0,8.0,8.0,5.0,1.0,2.0,0.0,2.0,6.0,10.1,24.0
Al Horford,BOS,30,26.0,2023-12-28,37-208,BOS,,DET,W (+6),1,37:11,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,8.0,11.1,10.0
Al Horford,BOS,32,27.0,2023-12-31,37-211,BOS,Away,SAS,W (+33),1,19:39,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,,1.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,10.0,17.0
Al Horford,BOS,36,30.0,2024-01-08,37-219,BOS,Away,IND,L (-2),1,32:15,4.0,5.0,0.8,3.0,4.0,0.75,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,11.0,10.2,-9.0
Al Horford,BOS,37,31.0,2024-01-10,37-221,BOS,,MIN,W (+7),1,38:16,3.0,8.0,0.375,3.0,6.0,0.5,0.0,0.0,,1.0,7.0,8.0,5.0,0.0,0.0,1.0,3.0,9.0,8.7,2.0
Al Horford,BOS,40,33.0,2024-01-15,37-226,BOS,Away,TOR,W (+9),1,35:10,4.0,10.0,0.4,2.0,4.0,0.5,0.0,0.0,,2.0,9.0,11.0,2.0,1.0,0.0,1.0,3.0,10.0,8.9,1.0
Al Horford,BOS,41,34.0,2024-01-17,37-228,BOS,,SAS,W (+19),1,24:33,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,9.0,8.5,14.0
Al Horford,BOS,44,36.0,2024-01-22,37-233,BOS,Away,DAL,W (+9),1,31:14,4.0,7.0,0.571,3.0,6.0,0.5,0.0,0.0,,1.0,5.0,6.0,3.0,1.0,0.0,1.0,2.0,11.0,11.2,8.0
Al Horford,BOS,46,38.0,2024-01-27,37-238,BOS,,LAC,L (-19),1,19:13,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,-3.6,-21.0
Al Horford,BOS,47,39.0,2024-01-29,37-240,BOS,,NOP,W (+6),1,36:24,4.0,9.0,0.444,3.0,6.0,0.5,0.0,0.0,,1.0,7.0,8.0,4.0,0.0,1.0,0.0,1.0,11.0,12.2,12.0
Al Horford,BOS,50,41.0,2024-02-04,37-246,BOS,,MEM,W (+40),1,23:10,5.0,9.0,0.556,1.0,5.0,0.2,0.0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,1.0,1.0,11.0,10.2,27.0
Al Horford,BOS,51,42.0,2024-02-07,37-249,BOS,,ATL,W (+8),1,36:11,5.0,12.0,0.417,4.0,9.0,0.444,0.0,0.0,,2.0,6.0,8.0,8.0,2.0,4.0,1.0,1.0,14.0,19.8,12.0
Al Horford,BOS,54,45.0,2024-02-13,37-255,BOS,Away,BRK,W (+8),1,36:34,6.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,16.0,20.2,2.0
Sam Hauser,BOS,11,11.0,2023-11-15,25-342,BOS,Away,PHI,W (+10),1,35:13,3.0,9.0,0.333,2.0,8.0,0.25,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,8.0,5.2,4.0
Sam Hauser,BOS,14,14.0,2023-11-20,25-347,BOS,Away,CHO,L (-3),1,37:26,1.0,9.0,0.111,1.0,9.0,0.111,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,-4.1,-22.0
Sam Hauser,BOS,27,27.0,2023-12-20,26-012,BOS,Away,SAC,W (+25),1,34:52,4.0,6.0,0.667,2.0,4.0,0.5,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,10.0,8.4,24.0
Sam Hauser,BOS,31,31.0,2023-12-29,26-021,BOS,,TOR,W (+2),1,34:08,3.0,7.0,0.429,3.0,7.0,0.429,0.0,0.0,,0.0,9.0,9.0,1.0,0.0,1.0,0.0,2.0,9.0,8.6,-8.0
Sam Hauser,BOS,43,42.0,2024-01-21,26-044,BOS,Away,HOU,W (+9),1,30:37,3.0,12.0,0.25,3.0,12.0,0.25,0.0,0.0,,2.0,5.0,7.0,6.0,1.0,1.0,1.0,0.0,9.0,9.6,8.0
Sam Hauser,BOS,55,54.0,2024-02-14,26-068,BOS,,BRK,W (+50),1,29:07,5.0,9.0,0.556,4.0,8.0,0.5,0.0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,14.0,13.6,40.0
Mikal Bridges,BRK,1,1.0,2023-10-25,27-056,BRK,,CLE,L (-1),1,35:11,6.0,12.0,0.5,0.0,2.0,0.0,8.0,9.0,0.889,2.0,4.0,6.0,4.0,3.0,0.0,3.0,4.0,20.0,17.4,-3.0
Mikal Bridges,BRK,2,2.0,2023-10-27,27-058,BRK,Away,DAL,L (-5),1,35:28,6.0,17.0,0.353,3.0,7.0,0.429,3.0,3.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,18.0,10.4,-12.0
Mikal Bridges,BRK,3,3.0,2023-10-30,27-061,BRK,Away,CHO,W (+12),1,37:44,10.0,13.0,0.769,1.0,3.0,0.333,3.0,3.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,5.0,3.0,24.0,19.7,10.0
Mikal Bridges,BRK,4,4.0,2023-11-01,27-063,BRK,Away,MIA,W (+4),1,30:37,7.0,16.0,0.438,2.0,7.0,0.286,5.0,5.0,1.0,2.0,5.0,7.0,5.0,1.0,0.0,2.0,1.0,21.0,17.6,-14.0
Mikal Bridges,BRK,5,5.0,2023-11-03,27-065,BRK,Away,CHI,W (+2),1,33:28,8.0,17.0,0.471,3.0,8.0,0.375,1.0,2.0,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,20.0,13.6,-5.0
Mikal Bridges,BRK,6,6.0,2023-11-04,27-066,BRK,,BOS,L (-10),1,37:47,7.0,20.0,0.35,4.0,11.0,0.364,1.0,1.0,1.0,2.0,4.0,6.0,4.0,1.0,1.0,0.0,4.0,19.0,13.3,-9.0
Mikal Bridges,BRK,7,7.0,2023-11-06,27-068,BRK,,MIL,L (-4),1,38:39,12.0,21.0,0.571,1.0,5.0,0.2,6.0,7.0,0.857,1.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,31.0,25.3,7.0
Mikal Bridges,BRK,8,8.0,2023-11-08,27-070,BRK,,LAC,W (+7),1,34:06,4.0,11.0,0.364,1.0,4.0,0.25,1.0,2.0,0.5,1.0,7.0,8.0,7.0,2.0,2.0,3.0,1.0,10.0,11.2,1.0
Mikal Bridges,BRK,9,9.0,2023-11-10,27-072,BRK,Away,BOS,L (-14),1,27:41,4.0,11.0,0.364,1.0,6.0,0.167,3.0,3.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,12.0,5.3,-14.0
Mikal Bridges,BRK,10,10.0,2023-11-12,27-074,BRK,,WAS,W (+8),1,34:22,11.0,29.0,0.379,2.0,14.0,0.143,3.0,5.0,0.6,4.0,9.0,13.0,2.0,1.0,0.0,4.0,0.0,27.0,14.2,17.0
Mikal Bridges,BRK,11,11.0,2023-11-14,27-076,BRK,,ORL,W (+20),1,32:25,9.0,17.0,0.529,3.0,5.0,0.6,0.0,1.0,0.0,1.0,4.0,5.0,4.0,4.0,0.0,6.0,2.0,21.0,14.2,12.0
Mikal Bridges,BRK,12,12.0,2023-11-16,27-078,BRK,Away,MIA,L (-7),1,35:01,6.0,15.0,0.4,2.0,6.0,0.333,9.0,10.0,0.9,1.0,6.0,7.0,5.0,0.0,0.0,3.0,2.0,23.0,16.7,5.0
Mikal Bridges,BRK,13,13.0,2023-11-19,27-081,BRK,,PHI,L (-22),1,29:13,8.0,12.0,0.667,2.0,2.0,1.0,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,18.0,13.2,-14.0
Mikal Bridges,BRK,14,14.0,2023-11-22,27-084,BRK,Away,ATL,L (-2),1,43:37,16.0,31.0,0.516,2.0,6.0,0.333,11.0,12.0,0.917,3.0,7.0,10.0,4.0,2.0,0.0,1.0,2.0,45.0,36.5,-12.0
Mikal Bridges,BRK,15,15.0,2023-11-25,27-087,BRK,,MIA,W (+15),1,32:57,8.0,19.0,0.421,3.0,6.0,0.5,5.0,5.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,3.0,2.0,24.0,17.1,16.0
Mikal Bridges,BRK,16,16.0,2023-11-26,27-088,BRK,,CHI,W (+9),1,35:44,5.0,7.0,0.714,4.0,6.0,0.667,1.0,2.0,0.5,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,15.0,14.5,-7.0
Mikal Bridges,BRK,17,17.0,2023-11-28,27-090,BRK,,TOR,W (+12),1,37:54,9.0,17.0,0.529,1.0,3.0,0.333,3.0,3.0,1.0,1.0,9.0,10.0,5.0,0.0,0.0,5.0,3.0,22.0,14.4,15.0
Mikal Bridges,BRK,18,18.0,2023-11-30,27-092,BRK,,CHO,L (-1),1,37:42,9.0,22.0,0.409,2.0,5.0,0.4,2.0,3.0,0.667,0.0,9.0,9.0,4.0,2.0,0.0,2.0,1.0,22.0,14.9,7.0
Mikal Bridges,BRK,19,19.0,2023-12-02,27-094,BRK,,ORL,W (+28),1,35:23,12.0,20.0,0.6,3.0,6.0,0.5,15.0,18.0,0.833,1.0,4.0,5.0,3.0,1.0,3.0,3.0,3.0,42.0,34.5,26.0
Mikal Bridges,BRK,20,20.0,2023-12-06,27-098,BRK,Away,ATL,W (+1),1,35:03,12.0,19.0,0.632,3.0,4.0,0.75,5.0,5.0,1.0,0.0,5.0,5.0,6.0,0.0,1.0,1.0,2.0,32.0,28.1,1.0
